region,provincia,distrito,codigo_del_recurso,nombre_del_recurso,categoria,tipo_de_categoria,sub_tipo_categoria,url,latitud,longitud,fecha_de_corte
Cusco,Cusco,Cusco,11,Festividad Del Señor De Los Temblores,5. Acontecimientos Programados,Fiestas,Fiestas Religiosas-Patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11,-71.9801,-13.5153,2025-10-13
Cajamarca,Contumaza,Yonan,16,Petroglifos De Yonan,2. Manifestaciones Culturales,Sitios Arqueologicos,Petroglifos (Grabados En Piedra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=16,-79.130786,-7.2531078579146415,2025-10-13
Amazonas,Chachapoyas,Levanto,17,Sitio Arqueológico De Collacruz,2. Manifestaciones Culturales,Sitios Arqueologicos,Zonas Arqueologicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=17,-77.90701353525948,-6.310457893297969,2025-10-13
Huanuco,Lauricocha,Queropalca,24,Nevado De Yerupajá De Queropalca,1. Sitios Naturales,A. Montanas,Nevado,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=24,-76.90523484,-10.26842392998,2025-10-13
Huanuco,Lauricocha,Queropalca,25,Cordillera Huayhuash - Huánuco,1. Sitios Naturales,A. Montanas,Cordillera,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=25,-76.88232421875,-10.21221925,2025-10-13
Apurimac,Aymaraes,Caraybamba,29,Andenerías De Caraybamba ,2. Manifestaciones Culturales,Sitios Arqueologicos,Andenes,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=29,-73.146075710874,-14.3795384092317,2025-10-13
Apurimac,Cotabambas,Challhuahuacho,30, Sitio Arqueológico De Marcapuchungo,2. Manifestaciones Culturales,Sitios Arqueologicos,Zonas Arqueologicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=30,-72.24641025066376,-14.118602157492754,2025-10-13
Apurimac,Abancay,Abancay,31,Puente Colonial Pachachaca,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Puentes,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=31,-72.93724536895,-13.66304310483,2025-10-13
Apurimac,Abancay,Curahuasi,32,Templo Santa Catalina De Curahuasi,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=32,-72.6959277777778,-13.542775,2025-10-13
Apurimac,Aymaraes,Chalhuanca,33,Templo De Chuquinga,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=33,-73.2564220017,-14.29133333333,2025-10-13
Apurimac,Chincheros,Cocharcas,34,Templo Colonial De Cocharcas,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Templo,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=34,-73.73803403439331,-13.611938030618076,2025-10-13
Apurimac,Aymaraes,Chalhuanca,36,Baños Termales De Pincahuacho,1. Sitios Naturales,K. Agua Termo-Mineral,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=36,-73.276745,-14.283773,2025-10-13
Ica,Pisco,Humay,37,Centro Administrativo Tambo Colorado,2. Manifestaciones Culturales,Sitios Arqueologicos,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=37,-75.82944777203284,-13.705141030751882,2025-10-13
Junin,Jauja,Apata,42,Laguna De Pomacocha,1. Sitios Naturales,G. Cuerpo De Agua,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=42,-75.252222,-11.785833,2025-10-13
Piura,Piura,Catacaos,48,Pueblo Simbilá,2. Manifestaciones Culturales,Pueblos,Artesanales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=48,-80.65157890319824,-5.246814583692445,2025-10-13
Piura,Piura,Piura,49,Iglesia Nuestra Señora Del Carmen,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=49,-80.62566608190536,-5.193248647927614,2025-10-13
Piura,Piura,Piura,50,Parque Ecológico Kurt Beer,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Parques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=50,-80.66737309098244,-5.208107683417542,2025-10-13
Piura,Sechura,Sechura,61,Reserva Nacional Illescas,1. Sitios Naturales,N. Areas Protegidas,Reservas Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=61,-81.09753973782063,-5.9744195697833975,2025-10-13
Piura,Sechura,Vice,62,Manglares San Pedro De Vice,1. Sitios Naturales,L. Costas,Manglares,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=62,-80.88067308068275,-5.545027261979392,2025-10-13
Piura,Sechura,Vice,63,Playa San Pablo,1. Sitios Naturales,L. Costas,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=63,-80.94049,-5.44043,2025-10-13
Piura,Sechura,Cristo Nos Valga,66,Laguna Ñapique,1. Sitios Naturales,G. Cuerpo De Agua,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=66,-80.6909966468811,-5.5326752935872365,2025-10-13
Piura,Sechura,Sechura,68,Estuario De Virrilá,1. Sitios Naturales,G. Cuerpo De Agua,Humedales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=68,-80.84821701049806,-5.837882172135044,2025-10-13
Piura,Morropon,Chulucanas,69,Pueblo Artesanal La Encantada,2. Manifestaciones Culturales,Pueblos,Artesanales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=69,-80.19854575395584,-5.093196353473787,2025-10-13
Piura,Paita,Colan,70,Iglesia San Lucas De Colán,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=70,-81.05746150016786,-5.007284748778732,2025-10-13
Piura,Talara,La Brea,72,Playa Punta Balcones,1. Sitios Naturales,L. Costas,Puntas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=72,-81.32556438446045,-4.679214286254906,2025-10-13
San Martin,Moyobamba,Moyobamba,74,Aguas Sulfurosas De Oromina,1. Sitios Naturales,K. Agua Termo-Mineral,Ojos De Agua,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=74,-77.00390741229057,-6.067984358038256,2025-10-13
Amazonas,Bagua,Aramango,85,Catarata Numparket,1. Sitios Naturales,J. Caidas De Agua,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=85,-78.33379,-5.493377,2025-10-13
Amazonas,Utcubamba,Yamon,87,Pinturas Rupestres De Yamon,2. Manifestaciones Culturales,Sitios Arqueologicos,Pintura Rupestre,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=87,-78.52254614227265,-6.063139253787526,2025-10-13
San Martin,San Martin,Sauce,88,Lago Sauce (Laguna Azul),1. Sitios Naturales,G. Cuerpo De Agua,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=88,-76.21833801269531,-6.693080464804169,2025-10-13
San Martin,San Martin,Chazuta,90,Cascada De Tununtunumba,1. Sitios Naturales,J. Caidas De Agua,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=90,-76.11749999999,-6.541111111111,2025-10-13
San Martin,San Martin,La Banda De Shilcayo,94,Cataratas De Ahuashiyacu,1. Sitios Naturales,J. Caidas De Agua,Cataratas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=94,-76.307498,-6.453759,2025-10-13
La Libertad,Trujillo,Huanchaco,96,Complejo Arqueológico Chan Chan,2. Manifestaciones Culturales,Sitios Arqueologicos,Zonas Arqueologicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=96,-79.0696308016777,-8.097624182657944,2025-10-13
Ancash,Huaylas,Caraz,100,Sitio Arqueológico De Tumshukaiko,2. Manifestaciones Culturales,Sitios Arqueologicos,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=100,-77.81460725396727,-9.037916222714118,2025-10-13
La Libertad,Santiago De Chuco,Quiruvilca,104,Cuento La Laguna Del Toro,3. Folclore,Creencias Populares,Cuentos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=104,-79.0335,-8.1095,2025-10-13
La Libertad,Ascope,Magdalena De Cao,109,Complejo Arqueológico El Brujo,2. Manifestaciones Culturales,Sitios Arqueologicos,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=109,-79.30524200000002,-7.911121903706125,2025-10-13
La Libertad,Trujillo,Moche,114,Huacas Del Sol Y La Luna,2. Manifestaciones Culturales,Sitios Arqueologicos,Zonas Arqueologicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=114,-78.99200865029718,-8.13636524168037,2025-10-13
La Libertad,Trujillo,Huanchaco,115,Balneario De Huanchaco,1. Sitios Naturales,L. Costas,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=115,-79.1215717792511,-8.07869026497998,2025-10-13
La Libertad,Pacasmayo,Guadalupe,125,Complejo Arqueológico De Pakatnamú,2. Manifestaciones Culturales,Sitios Arqueologicos,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=125,-79.5819,-7.3151,2025-10-13
La Libertad,Santiago De Chuco,Cachicadan,126,Campo Termal Ojo De Aguas Calientes,1. Sitios Naturales,K. Agua Termo-Mineral,Ojos De Agua,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=126,-78.14302414655685,-8.093125798052004,2025-10-13
La Libertad,Sanchez Carrion,Huamachuco,127,Laguna Sausacocha,1. Sitios Naturales,G. Cuerpo De Agua,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=127,-77.98433125019073,-7.800704039251577,2025-10-13
La Libertad,Trujillo,Simbal,130,Fiesta Patronal Del Señor De La Piedad,5. Acontecimientos Programados,Fiestas,Fiestas Religiosas-Patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=130,-78.8149,-7.97679,2025-10-13
La Libertad,Chepen,Chepen,132,Cerro Chepén - Vía Crusis,2. Manifestaciones Culturales,Otros,Esculturales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=132,-79.41132900000002,-7.214511,2025-10-13
La Libertad,Pacasmayo,San Pedro De Lloc,134,Iglesia Matriz De San Pedro De Lloc,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=134,-79.50466050429918,-7.431925937088454,2025-10-13
La Libertad,Pacasmayo,San Pedro De Lloc,135,El Pellón Sanpedrano,3. Folclore,Artesania Y Artes,"Tejidos(Lanas, Fibras De Animales, Fibra Vegetal. Etc)",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=135,-79.5039,-7.4279,2025-10-13
La Libertad,Pacasmayo,San Jose,140,Bosque Natural El Cañoncillo ,1. Sitios Naturales,N. Areas Protegidas,Bosques De Proteccion,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=140,-79.42158891,-7.37232825,2025-10-13
San Martin,Moyobamba,Calzada,141,Morro De Calzada,1. Sitios Naturales,A. Montanas,Cerros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=141,-77.03750610351568,-6.021409369108987,2025-10-13
San Martin,Moyobamba,Moyobamba,143,Aguas Termales San Mateo,1. Sitios Naturales,K. Agua Termo-Mineral,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=143,-76.970802,-6.07481,2025-10-13
Loreto,Maynas,Iquitos,147,Iglesia Matriz De Iquitos,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=147,-73.2448277,-3.7494471115295824,2025-10-13
Loreto,Maynas,Iquitos,148,Casa Morey,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Casa De Valor Arquitectonico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=148,-73.242046,-3.746774,2025-10-13
Loreto,Maynas,Iquitos,149,Ex Colegio San Agustín,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Escuela O Colegio,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=149,-73.24255010649344,-3.74898505882912,2025-10-13
Loreto,Maynas,Punchana,150,Mirador De La Comunidad De Independencia - Punchana,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Miradores,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=150,-73.23462,-3.65113,2025-10-13
Loreto,Maynas,San Juan Bautista,151,Parque Turístico De Quistococha,"4. Realizaciones Tecnicas, Cientificas Y Artisticas Contemporaneas",Centros Cientificos Y Tecnicos,Zoologicos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=151,-73.32069396972656,-3.828286922895427,2025-10-13
Loreto,Maynas,Belen,152,Pueblo De Belén ,2. Manifestaciones Culturales,Pueblos,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=152,-73.24794,-3.75788,2025-10-13
Lambayeque,Chiclayo,Sana,155,Complejo Arqueológico Huaca Rajada - Sipán,2. Manifestaciones Culturales,Sitios Arqueologicos,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=155,-79.60093122190898,-6.800793622533838,2025-10-13
Lambayeque,Chiclayo,Pimentel,157,Festival Caballito De Totora,5. Acontecimientos Programados,Eventos,Festivales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=157,-79.9362,-6.83708,2025-10-13
Lambayeque,Lambayeque,Olmos,159,Quebrada De Los Boliches O Petroglifos Los Pipochinos,2. Manifestaciones Culturales,Sitios Arqueologicos,Petroglifos (Grabados En Piedra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=159,-79.681543,-5.98854,2025-10-13
Lambayeque,Chiclayo,Eten Puerto,161,Centenario Muelle De Puerto Eten,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Muelles,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=161,-79.86669,-6.93414,2025-10-13
Lambayeque,Chiclayo,Reque,162,Semana Santa En Reque,5. Acontecimientos Programados,Fiestas,Fiestas Religiosas-Patronales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=162,-79.8181,-6.86449,2025-10-13
Lambayeque,Lambayeque,Lambayeque,163,Complejo Arqueologico Chotuna-Chornancap,2. Manifestaciones Culturales,Sitios Arqueologicos,Zonas Arqueologicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=163,-79.96875,-6.71949,2025-10-13
Cajamarca,San Ignacio,Namballe,167,Santuario Nacional Tabaconas Namballe,1. Sitios Naturales,N. Areas Protegidas,Santuarios Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=167,-79.31236267089844,-5.157282604536018,2025-10-13
Cajamarca,San Ignacio,San Ignacio,169,Pinturas Rupestre Del Cerro Faical,2. Manifestaciones Culturales,Sitios Arqueologicos,Pintura Rupestre,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=169,-78.93898300000001,-5.177178,2025-10-13
Cajamarca,San Ignacio,San Ignacio,179,Finca Parcela Quinta San Antonio,"4. Realizaciones Tecnicas, Cientificas Y Artisticas Contemporaneas",Explotaciones Industriales,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=179,-79.01435,-5.15457,2025-10-13
Cajamarca,Contumaza,Tantarica,181,Leyenda Del Principe Cuan Y La Princesa Tantarica,3. Folclore,Creencias Populares,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=181,-78.9355,-7.30078,2025-10-13
Junin,Huancayo,Huancayo,195,Casa Del Artesano De Huancayo,3. Folclore,Ferias Y Mercados,Mercados  Artesanales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=195,-75.2141,-12.0704,2025-10-13
Junin,Huancayo,Huancayo,196,Parque De La Identidad Wanka,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Parques,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=196,-75.1977013,-12.0491911,2025-10-13
Junin,Huancayo,El Tambo,197,Pueblo Artesanal De Cochas Grande,2. Manifestaciones Culturales,Pueblos,Artesanales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=197,-75.19966,-12.00215,2025-10-13
Junin,Huancayo,Hualhuas,198,Pueblo Artesanal De Hualhuas,2. Manifestaciones Culturales,Pueblos,Artesanales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=198,-75.25101,-11.9716,2025-10-13
Pasco,Oxapampa,Oxapampa,200,Parque Nacional Yanachaga Chemillén Zona De Uso Turístico San Alberto,1. Sitios Naturales,N. Areas Protegidas,Parques Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=200,-75.3610700572752,-10.539399383469704,2025-10-13
Pasco,Oxapampa,Oxapampa,201,Iglesia Matriz Santa Rosa De Oxapampa,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=201,-75.4041354487198,-10.5747144633961,2025-10-13
Pasco,Oxapampa,Oxapampa,202,Casa Tradicional Hassinger Baumann Haus,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Casa De Valor Arquitectonico,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=202,-75.4039279016778,-10.5731332213945,2025-10-13
Pasco,Oxapampa,Oxapampa,203,Iglesia Nuestra Señora De Asunción De Quillazú,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=203,-75.4377860025435,-10.5267519230194,2025-10-13
Pasco,Oxapampa,Pozuzo,215,Iglesia San José - Pozuzo,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=215,-75.55130079388618,-10.067795431784948,2025-10-13
Pasco,Oxapampa,Huancabamba,219,Cascada Anana,1. Sitios Naturales,J. Caidas De Agua,Cascadas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=219,-75.62737883037713,-10.489046399913152,2025-10-13
Ancash,Casma,Casma,223,Zona Arqueológica Monumental Cerro Sechín,2. Manifestaciones Culturales,Sitios Arqueologicos,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=223,-78.26133550793458,-9.48319401980434,2025-10-13
Ancash,Casma,Casma,224,Museo Regional De Casma Max Uhle,2. Manifestaciones Culturales,Museos Y Otros,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=224,-78.25786299999999,-9.479244,2025-10-13
Ica,Ica,Ica,230,Museo Regional De Ica Adolfo Bermúdez Jenkins,2. Manifestaciones Culturales,Museos Y Otros,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=230,-75.73386937379843,-14.07191647410158,2025-10-13
Ica,Ica,Parcona,231,Bodega Vista Alegre,"4. Realizaciones Tecnicas, Cientificas Y Artisticas Contemporaneas",Explotaciones Industriales,"Bodegas De Pisco, Vinos Y/U Otros Licores",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=231,-75.72240001137453,-14.055061940716682,2025-10-13
Ancash,Sihuas,Quiches,11471,Puente Antonio Raimondi,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Puentes,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=11471,-77.45854542593011,-8.342064296455263,2025-10-13
Ica,Ica,Ica,237,Laguna De Huacachina,1. Sitios Naturales,G. Cuerpo De Agua,Lagunas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=237,-75.76291501522064,-14.087854051458232,2025-10-13
Ica,Ica,Ocucaje,238,Bodega Ocucaje,"4. Realizaciones Tecnicas, Cientificas Y Artisticas Contemporaneas",Explotaciones Industriales,"Bodegas De Pisco, Vinos Y/U Otros Licores",https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=238,-75.67636549472809,-14.356002489809494,2025-10-13
Ica,Ica,Ica,239,Caserío De Cachiche,2. Manifestaciones Culturales,Pueblos,Tradicionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=239,-75.73552161455154,-14.09501077009113,2025-10-13
Ica,Chincha,Chincha Baja,241,Huaca La Centinela,2. Manifestaciones Culturales,Sitios Arqueologicos,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=241,-76.17104530334473,-13.439733817430495,2025-10-13
Ica,Chincha,El Carmen,242,Casa Hacienda San José,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Casa-Hacienda,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=242,-76.07299447059631,-13.51956931705685,2025-10-13
Ica,Chincha,Grocio Prado,243,Santuario De La Melchorita,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Santuario,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=243,-76.15720242261887,-13.398660649188182,2025-10-13
Ica,Chincha,El Carmen,244,Comunidad Del Carmen,3. Folclore,Etnias,Costa,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=244,-76.0539,-13.502,2025-10-13
Ica,Palpa,Rio Grande,245,Sitio Arqueológico La Muña,2. Manifestaciones Culturales,Sitios Arqueologicos,Templos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=245,-75.224297,-14.554393,2025-10-13
Ica,Palpa,Palpa,246,Petroglifos De Chicchitara,2. Manifestaciones Culturales,Sitios Arqueologicos,Petroglifos (Grabados En Piedra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=246,-75.13591000000001,-14.465341112820498,2025-10-13
Ica,Palpa,Palpa,247,Paisaje Arqueologico Telar De Sacramento - Reloj Solar,2. Manifestaciones Culturales,Sitios Arqueologicos,Geoglifos (Grabado En Tierra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=247,-75.19253253936768,-14.523877352176,2025-10-13
Ica,Nazca,Nazca,250,Acueducto De Cantayo,2. Manifestaciones Culturales,Sitios Arqueologicos,Otros,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=250,-74.91151899814523,-14.826512989741854,2025-10-13
Ica,Nazca,Nazca,251,Centro Ceremonial Cahuachi,2. Manifestaciones Culturales,Sitios Arqueologicos,Ciudadelas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=251,-75.115087,-14.819147,2025-10-13
Ica,Nazca,Nazca,254,Líneas Y Geoglifos De Nasca Y Palpa,2. Manifestaciones Culturales,Sitios Arqueologicos,Geoglifos (Grabado En Tierra),https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=254,-75.13001561164856,-14.739005943231716,2025-10-13
Ica,Pisco,Paracas,257,Reserva Nacional De Paracas,1. Sitios Naturales,N. Areas Protegidas,Reservas Nacionales,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=257,-76.33722543949261,-13.855618180176403,2025-10-13
Ancash,Huarmey,Huarmey,258,Playa Tuquillo,1. Sitios Naturales,L. Costas,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=258,-78.19325000000003,-10.0175,2025-10-13
Ancash,Huaraz,Independencia,260,Monumento Arqueológico Intangible Waullac ,2. Manifestaciones Culturales,Sitios Arqueologicos,Zonas Arqueologicas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=260,-77.51372426748276,-9.52447254841922,2025-10-13
Lambayeque,Chiclayo,Chiclayo,261,Catedral De Chiclayo,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Catedral,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=261,-79.83792524324963,-6.771675584683186,2025-10-13
Lambayeque,Chiclayo,Chiclayo,262,Exconvento De Los Padres Franciscanos,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Convento,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=262,-79.83931614958664,-6.771152403267794,2025-10-13
Lambayeque,Chiclayo,Chiclayo,263,Basílica San Antonio De Padua,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Basilica,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=263,-79.84277486801147,-6.773567083489516,2025-10-13
Lambayeque,Lambayeque,Lambayeque,269,Iglesia San Pedro De Lambayeque,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=269,-79.906217,-6.703459,2025-10-13
Lambayeque,Lambayeque,Morrope,270,Iglesia San Pedro De Mórrope,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=270,-80.0152014662043,-6.540897725891095,2025-10-13
Lambayeque,Ferrenafe,Ferrenafe,271,Iglesia Santa Lucía De Ferreñafe,2. Manifestaciones Culturales,Arquitectura Y Espacios Urbanos,Iglesias,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=271,-79.78811,-6.6397,2025-10-13
Lambayeque,Lambayeque,Lambayeque,272,Museo Arqueológico Nacional Bruning,2. Manifestaciones Culturales,Museos Y Otros,Museos,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=272,-79.90389,-6.70403,2025-10-13
Lambayeque,Chiclayo,Pimentel,274,Playa Pimentel,1. Sitios Naturales,L. Costas,Playas,https://consultasenlinea.mincetur.gob.pe/fichaInventario/index.aspx?cod_Ficha=274,-79.93747,-6.83773,2025-10-13
